1, 0.024166
2, 0.021367
3, 0.019778
4, 0.018863
5, 0.020288
6, 0.019577
7, 0.019143
8, 0.019196
9, 0.024825
10, 0.019869
11, 0.020616
12, 0.019119
13, 0.019263
14, 0.019164
15, 0.019004
16, 0.018862
17, 0.019929
18, 0.020159
19, 0.019094
20, 0.021524
21, 0.020607
22, 0.021084
23, 0.019551
24, 0.020043
25, 0.019916
26, 0.020055
27, 0.018958
28, 0.019907
29, 0.020678
30, 0.020236
31, 0.019402
32, 0.020004
33, 0.019829
34, 0.01991
35, 0.019542
36, 0.019962
37, 0.019762
38, 0.020107
39, 0.019452
40, 0.019978
41, 0.018944
42, 0.020359
43, 0.019548
44, 0.020358
45, 0.019666
46, 0.020126
47, 0.019434
48, 0.020409
49, 0.019602
50, 0.020412
51, 0.01937
52, 0.019657
53, 0.019541
54, 0.019806
55, 0.018399
56, 0.019969
57, 0.018824
58, 0.018431
59, 0.019045
60, 0.018615
61, 0.018164
62, 0.018562
63, 0.018175
64, 0.018673
65, 0.018694
66, 0.018193
67, 0.018857
68, 0.017913
69, 0.019506
70, 0.019497
71, 0.020924
72, 0.020285
73, 0.018857
74, 0.019949
75, 0.01925
76, 0.019472
77, 0.019455
78, 0.019825
79, 0.018742
80, 0.019719
81, 0.019543
82, 0.019779
83, 0.020789
84, 0.019906
85, 0.018347
86, 0.019638
87, 0.018375
88, 0.02002
89, 0.019283
90, 0.019521
91, 0.029498
92, 0.020686
93, 0.019217
94, 0.019414
95, 0.018276
96, 0.017978
97, 0.017872
98, 0.01849
99, 0.017903
100, 0.019087
101, 0.020138
102, 0.018256
103, 0.018326
104, 0.018843
105, 0.018457
106, 0.018003
107, 0.018582
108, 0.018776
109, 0.017867
110, 0.019407
111, 0.019077
112, 0.01887
113, 0.019991
114, 0.018956
115, 0.02007
116, 0.019236
117, 0.020829
118, 0.019113
119, 0.019778
120, 0.018846
121, 0.020029
122, 0.020201
123, 0.019662
124, 0.019189
125, 0.019735
126, 0.018647
127, 0.020012
128, 0.018513
129, 0.019858
130, 0.018684
131, 0.020436
132, 0.01906
133, 0.019857
134, 0.018767
135, 0.020228
136, 0.018398
137, 0.019979
138, 0.019682
139, 0.020105
140, 0.019967
141, 0.021176
142, 0.019095
143, 0.020303
144, 0.018902
145, 0.020493
146, 0.019672
147, 0.019566
148, 0.018618
149, 0.019836
150, 0.018659
151, 0.020012
152, 0.01866
153, 0.020049
154, 0.018594
155, 0.01968
156, 0.018519
157, 0.019909
158, 0.018989
159, 0.019934
160, 0.018517
161, 0.020159
162, 0.019502
163, 0.020554
164, 0.019712
165, 0.019617
166, 0.018915
167, 0.020064
168, 0.01896
169, 0.020198
170, 0.018627
171, 0.019359
172, 0.018906
173, 0.019945
174, 0.01882
175, 0.01978
176, 0.018688
177, 0.02024
178, 0.019144
179, 0.019893
180, 0.018933
181, 0.019724
182, 0.019311
183, 0.02223
184, 0.018807
185, 0.019849
186, 0.019797
187, 0.020086
188, 0.019442
189, 0.020893
190, 0.018862
191, 0.019968
192, 0.019128
193, 0.01987
194, 0.018556
195, 0.019891
196, 0.018674
197, 0.019845
198, 0.018595
199, 0.019616
200, 0.018321
201, 0.019993
202, 0.01885
203, 0.020153
204, 0.018534
205, 0.020045
206, 0.01872
207, 0.020519
208, 0.019134
209, 0.019951
210, 0.018812
211, 0.020309
212, 0.018864
213, 0.020001
214, 0.018199
215, 0.020027
216, 0.019697
217, 0.020172
218, 0.018967
219, 0.019783
220, 0.018569
221, 0.020085
222, 0.018613
223, 0.019972
224, 0.018718
225, 0.019699
226, 0.018154
227, 0.019621
228, 0.01833
229, 0.020668
230, 0.019433
231, 0.019296
232, 0.018102
233, 0.019783
234, 0.018544
235, 0.01993
236, 0.018694
237, 0.019467
238, 0.018471
239, 0.021354
240, 0.018437
241, 0.019768
242, 0.020208
243, 0.019688
244, 0.018631
245, 0.019279
246, 0.019238
247, 0.019782
248, 0.020013
249, 0.020134
250, 0.028046
251, 0.027177
252, 0.026988
253, 0.02785
254, 0.027144
255, 0.028384
256, 0.026935
257, 0.026207
258, 0.026989
259, 0.02866
260, 0.026118
261, 0.026781
262, 0.02667
263, 0.02767
264, 0.025621
265, 0.026181
266, 0.026288
267, 0.026132
268, 0.027404
269, 0.026176
270, 0.027191
271, 0.025594
272, 0.026913
273, 0.026068
274, 0.026101
275, 0.026606
276, 0.027842
277, 0.026921
278, 0.026593
279, 0.026499
280, 0.027335
281, 0.026238
282, 0.026049
283, 0.026954
284, 0.02675
285, 0.027369
286, 0.026585
287, 0.026632
288, 0.026624
289, 0.025677
290, 0.026055
291, 0.025436
292, 0.024837
293, 0.025738
294, 0.026093
295, 0.025573
296, 0.025874
297, 0.025813
298, 0.025358
299, 0.025169
300, 0.026027
301, 0.025058
302, 0.02679
303, 0.026686
304, 0.027475
305, 0.027075
306, 0.026231
307, 0.026501
308, 0.026163
309, 0.025448
310, 0.025985
311, 0.026983
312, 0.027434
313, 0.026907
314, 0.027071
315, 0.027402
316, 0.026086
317, 0.028669
318, 0.026948
319, 0.028431
320, 0.026894
321, 0.027126
322, 0.027189
323, 0.026346
324, 0.025947
325, 0.026093
326, 0.025991
327, 0.026509
328, 0.026734
329, 0.026945
330, 0.025919
331, 0.025914
332, 0.02683
333, 0.026611
334, 0.02572
335, 0.025629
336, 0.025636
337, 0.025915
338, 0.026287
339, 0.027467
340, 0.026988
341, 0.026572
342, 0.02681
343, 0.026476
344, 0.026838
345, 0.027059
346, 0.028052
347, 0.026591
348, 0.027271
349, 0.027813
350, 0.026631
351, 0.026602
352, 0.027789
353, 0.027616
354, 0.028417
355, 0.027749
356, 0.027954
357, 0.027805
358, 0.027592
359, 0.027944
360, 0.028072
361, 0.027282
362, 0.02789
363, 0.02877
364, 0.0277
365, 0.028208
366, 0.028423
367, 0.027536
368, 0.028371
369, 0.027847
370, 0.02838
371, 0.028111
